Avg_MHz	Busy%	IPC	IRQ	PkgTmp	PkgWatt
163	6.78	0.82	208991	54	107.18
163	6.80	0.82	208637	54	105.87
163	6.90	0.82	208959	54	105.79
163	6.99	0.82	208695	55	105.82
162	6.98	0.82	209556	54	105.70
162	6.93	0.82	209820	54	105.79
162	6.93	0.82	209477	54	105.79
162	6.94	0.82	209375	54	105.67
162	6.92	0.82	209736	54	105.77
162	6.93	0.82	209799	55	105.77
161	6.91	0.82	209568	55	105.69
162	6.92	0.82	208895	55	105.80
162	6.92	0.82	209661	54	105.72
162	6.94	0.82	209531	54	105.68
162	6.93	0.82	209561	54	105.77
163	6.97	0.82	209166	54	105.88
162	6.94	0.82	209613	54	105.85
162	6.95	0.82	209585	54	105.86
162	6.94	0.82	209357	54	105.80
163	6.98	0.82	209258	54	105.77
164	7.05	0.82	209408	54	105.88
164	7.02	0.82	209359	54	105.76
163	6.89	0.82	208979	55	105.86
163	6.83	0.81	208644	54	105.91
163	7.12	0.82	208428	55	105.79
162	7.09	0.82	209020	54	105.61
162	6.88	0.82	209331	54	105.79
161	7.08	0.83	208784	54	105.65
161	7.07	0.83	208917	54	105.51
162	6.86	0.82	209532	54	105.73
161	6.71	0.82	209593	54	105.65
162	6.68	0.82	209655	55	105.72
162	6.72	0.82	209878	54	105.67
164	6.79	0.82	209816	55	105.73
162	6.69	0.82	209675	55	105.67
162	6.70	0.82	209685	54	105.83
162	6.70	0.82	209833	54	105.71
162	6.72	0.82	209934	55	105.73
161	6.88	0.83	209313	55	105.66
162	6.71	0.82	209721	54	105.58
162	6.71	0.82	209881	54	105.61
162	6.70	0.82	209913	55	105.73
163	6.94	0.82	209438	55	105.67
164	6.80	0.82	209888	54	105.78
163	6.75	0.82	209859	54	105.75
163	6.77	0.82	208651	54	105.86
162	6.67	0.82	209415	54	105.63
160	6.88	0.82	209416	54	105.53
161	7.01	0.82	209320	55	105.53
162	7.07	0.82	209089	54	105.58
162	6.91	0.82	209405	54	105.75
162	6.89	0.82	209350	55	105.62
162	6.90	0.82	209464	54	105.72
162	7.03	0.82	209085	55	105.75
164	6.96	0.82	209325	54	105.84
162	6.90	0.82	209267	54	105.66
162	6.89	0.82	209534	55	105.64
162	7.01	0.82	209224	55	105.61
162	7.09	0.82	209000	54	105.73
162	7.10	0.81	209108	54	105.69
163	7.14	0.81	209110	54	105.73
162	6.98	0.82	208693	55	105.73
162	6.89	0.82	209255	54	105.70
162	6.98	0.82	209063	55	105.67
162	7.12	0.82	208952	54	105.59
164	7.05	0.82	209297	55	105.77
163	6.98	0.82	209650	54	105.73
162	7.22	0.83	209104	54	105.67
162	7.12	0.82	209502	54	105.79
163	6.98	0.82	209165	54	105.86
163	7.02	0.82	209211	54	105.75
163	7.01	0.81	208700	54	105.95
163	6.98	0.82	209308	54	105.72
163	6.97	0.82	209137	54	105.66
162	6.96	0.82	209377	54	105.68
163	6.94	0.82	209087	55	105.76
164	6.84	0.81	208545	55	105.74
165	6.93	0.81	208479	54	105.82
164	6.87	0.81	208213	55	106.00
164	6.87	0.81	208157	54	105.78
164	6.85	0.81	208455	55	105.73
163	6.84	0.81	208465	55	105.76
163	6.91	0.81	208970	54	105.72
164	7.03	0.81	209295	54	105.60
162	6.94	0.81	209300	55	105.66
163	6.96	0.82	209065	55	105.64
163	6.97	0.81	209201	54	105.73
163	6.96	0.81	209286	55	105.78
162	6.91	0.82	209182	54	105.60
163	6.93	0.82	209280	54	105.75
162	6.94	0.82	209160	55	105.66
163	6.96	0.82	209197	55	105.66
163	6.84	0.82	209402	54	105.80
162	6.96	0.82	208959	55	105.66
162	6.97	0.82	209200	55	105.57
163	6.80	0.82	209577	55	105.72
163	6.83	0.82	209591	54	105.72
162	6.96	0.82	209042	55	105.46
162	6.96	0.82	209146	54	105.54
163	6.81	0.82	209057	55	105.71
150	6.29	0.79	213173	55	105.78
127	5.03	0.70	221999	55	105.08
129	5.18	0.69	221728	55	105.17
128	5.15	0.69	221445	55	105.15
129	5.15	0.69	221627	55	105.04
129	5.17	0.69	89980	55	104.96
