Avg_MHz	Busy%	IPC	IRQ	PkgTmp	PkgWatt
157	7.14	0.80	206567	53	104.32
157	7.15	0.80	206797	53	103.88
157	7.15	0.80	207007	53	103.97
157	7.14	0.80	207249	53	103.95
157	7.16	0.81	207452	53	103.88
157	7.18	0.80	207575	54	103.90
159	7.16	0.81	207576	54	104.48
156	7.04	0.80	207769	54	103.88
157	7.01	0.80	207922	53	104.99
157	7.08	0.80	207980	53	104.74
157	7.13	0.80	208045	53	104.34
157	7.05	0.81	207720	53	104.73
157	7.00	0.81	207977	53	105.05
164	7.18	0.80	208875	53	106.46
162	6.85	0.80	208100	54	105.89
159	6.70	0.79	208477	53	106.14
159	6.71	0.79	208340	53	106.15
162	6.83	0.80	208484	53	106.22
161	6.88	0.79	209040	53	106.83
159	6.94	0.80	208171	53	105.53
156	6.96	0.80	208469	53	104.91
157	6.91	0.80	208764	53	105.18
157	6.97	0.80	208338	54	105.11
157	6.97	0.80	207951	54	105.21
157	6.98	0.80	208251	53	105.13
158	6.98	0.80	208074	54	105.17
158	6.96	0.81	208141	53	105.23
156	6.88	0.80	208026	53	105.03
157	6.96	0.81	207972	53	104.88
159	7.00	0.80	208253	53	105.16
160	7.09	0.81	208107	54	105.15
156	6.93	0.80	208151	54	104.90
156	6.91	0.80	208607	54	105.09
156	6.90	0.80	208539	53	105.05
156	6.92	0.80	208970	54	105.21
156	6.94	0.80	208361	54	105.02
156	6.95	0.80	208658	54	105.08
156	6.94	0.81	208414	54	105.16
156	6.93	0.80	208996	53	105.07
158	6.92	0.80	208150	54	104.98
158	6.82	0.80	208469	54	105.31
157	6.79	0.80	208633	53	105.23
159	6.84	0.81	208380	54	105.31
156	6.74	0.80	208339	54	105.20
156	6.84	0.80	208577	54	104.38
157	6.86	0.80	208741	53	105.18
158	6.93	0.80	208584	54	105.19
157	6.85	0.80	208396	54	105.22
157	6.86	0.81	208330	53	105.08
156	6.83	0.81	208452	53	105.16
157	6.89	0.81	208560	54	105.07
157	6.86	0.81	208182	54	105.16
157	6.96	0.81	208132	54	105.10
157	6.99	0.81	208179	53	104.23
158	6.61	0.80	208775	54	105.99
157	6.61	0.80	208375	54	106.08
159	6.66	0.81	208674	54	106.28
157	6.59	0.80	208839	54	106.31
158	6.56	0.80	208614	54	106.05
157	6.53	0.80	208799	54	106.08
157	6.70	0.80	208821	54	105.53
157	6.88	0.80	208381	54	104.49
160	6.95	0.80	208176	54	105.13
157	6.81	0.80	208190	54	105.04
159	7.13	0.81	207911	54	104.94
156	6.86	0.80	208326	54	104.81
157	6.82	0.80	208722	54	105.24
157	6.73	0.80	208317	54	105.32
158	6.89	0.80	208444	54	104.91
158	6.94	0.80	208659	54	104.71
158	6.96	0.80	208528	54	104.99
158	7.05	0.80	207982	54	104.11
157	6.97	0.80	208476	53	104.17
159	6.99	0.81	207976	54	105.23
157	6.93	0.80	207401	54	104.69
158	6.88	0.79	207593	54	105.25
158	6.86	0.80	208072	54	105.20
159	6.84	0.80	208219	54	104.94
158	6.86	0.80	207870	54	105.19
158	6.94	0.80	207559	54	104.96
158	7.18	0.80	208037	54	104.66
158	6.94	0.80	208289	54	105.17
157	6.85	0.80	208619	54	104.53
158	6.97	0.80	208220	54	104.83
154	6.77	0.79	208719	54	104.74
141	6.39	0.76	208724	54	103.25
142	6.37	0.76	208758	54	103.26
142	6.27	0.77	208557	54	103.48
142	6.24	0.77	208745	54	103.35
142	6.23	0.77	209070	54	103.28
128	5.17	0.70	219047	54	104.54
128	5.17	0.70	218894	54	103.98
127	5.10	0.70	218901	54	103.92
128	5.08	0.70	218882	55	103.94
128	5.17	0.70	219108	54	103.97
128	5.34	0.69	218697	54	103.79
128	5.19	0.70	174301	54	104.04
