Avg_MHz	Busy%	IPC	IRQ	PkgTmp	PkgWatt
172	7.45	0.88	208199	55	106.60
172	7.48	0.88	208720	54	105.97
173	7.54	0.87	208345	54	105.99
172	7.50	0.88	208721	54	105.94
172	7.32	0.88	208755	54	105.86
173	7.39	0.87	209040	54	105.97
172	7.55	0.87	209172	54	105.34
173	7.55	0.88	209356	54	105.33
172	7.53	0.88	209044	54	105.40
171	7.61	0.88	209089	55	105.52
171	7.54	0.88	208979	54	105.26
172	7.58	0.88	209100	54	105.78
171	7.63	0.88	208912	54	105.34
171	7.55	0.87	209174	54	105.63
172	7.52	0.88	209025	54	105.38
172	7.46	0.88	209366	54	105.52
173	7.44	0.88	209151	54	105.46
172	7.55	0.88	208954	54	105.14
172	7.62	0.88	208715	54	105.74
172	7.60	0.88	208659	54	104.95
172	7.56	0.88	209136	54	105.18
172	7.56	0.88	208260	54	105.30
172	7.48	0.87	208666	54	104.86
172	7.59	0.88	208706	54	104.89
172	7.60	0.88	209052	54	104.84
171	7.57	0.88	209191	54	104.87
172	7.61	0.88	209083	54	104.93
173	7.64	0.87	208914	54	104.91
172	7.65	0.88	209144	54	104.77
171	7.63	0.88	208966	54	104.83
171	7.68	0.88	209031	54	104.86
172	7.63	0.88	209037	54	104.92
171	7.71	0.88	208742	54	104.90
172	7.73	0.87	208097	54	104.79
173	7.87	0.87	208632	54	104.83
171	7.54	0.88	209304	54	105.68
172	7.69	0.88	209097	54	106.03
171	7.74	0.88	208470	54	106.02
171	7.75	0.88	208540	54	105.95
172	7.71	0.88	208748	55	105.93
173	7.64	0.87	207905	54	105.89
173	7.62	0.87	208517	54	104.87
172	7.79	0.88	208726	54	104.79
172	7.77	0.88	208482	54	104.73
171	7.77	0.88	208811	54	104.90
172	7.82	0.88	208123	54	104.79
171	7.80	0.88	208380	54	104.92
171	7.84	0.88	208568	54	104.62
171	7.69	0.88	208516	54	104.78
172	7.85	0.88	208241	54	104.77
172	7.72	0.88	208596	54	104.92
172	7.54	0.88	209010	54	105.56
171	7.56	0.88	209239	54	104.75
171	7.58	0.88	209135	54	104.96
172	7.61	0.88	209018	54	104.90
171	7.61	0.88	209041	54	104.94
172	7.59	0.88	209332	54	104.94
172	7.57	0.88	209050	55	105.16
171	7.55	0.88	209161	54	105.04
171	7.50	0.88	209025	54	105.01
172	7.42	0.88	209115	54	104.97
172	7.50	0.88	208813	54	104.89
173	7.41	0.87	208798	54	105.22
172	7.48	0.88	208789	54	105.04
171	7.48	0.88	209292	54	104.93
172	7.42	0.87	209055	55	105.02
172	7.57	0.87	208717	54	104.92
173	7.59	0.87	208785	54	105.31
172	7.69	0.87	208850	54	104.84
172	7.77	0.88	208631	54	104.98
171	7.61	0.88	209271	54	104.95
172	7.61	0.88	208719	54	104.88
171	7.64	0.88	209123	54	104.98
171	7.81	0.88	208702	54	104.75
172	7.81	0.88	208948	54	104.89
172	7.58	0.88	208755	54	105.09
171	7.56	0.88	208990	54	104.87
172	7.43	0.88	208630	54	104.89
174	7.51	0.87	208691	54	105.00
173	7.48	0.87	208841	54	105.04
172	7.39	0.88	209347	54	105.34
172	7.39	0.88	208843	55	104.86
171	7.38	0.88	209086	54	105.16
171	7.51	0.88	209146	54	104.74
170	7.51	0.88	209121	54	104.81
171	7.52	0.88	209050	54	104.90
171	7.54	0.88	208781	55	104.72
170	7.48	0.88	209060	54	104.99
170	7.49	0.88	209125	55	104.76
172	7.40	0.88	208689	54	105.01
169	7.45	0.88	208948	54	104.90
151	6.64	0.82	208173	54	103.89
151	6.58	0.81	208055	54	103.96
151	6.64	0.81	208011	54	103.83
147	6.45	0.79	209751	54	103.94
128	5.26	0.70	218524	55	103.85
128	5.23	0.70	218539	54	103.84
128	5.25	0.70	218497	54	103.90
129	5.52	0.70	164468	54	103.67
