Avg_MHz	Busy%	IPC	IRQ	PkgTmp	PkgWatt
187	7.61	0.84	219498	56	109.48
185	7.68	0.85	218999	56	108.00
186	7.47	0.85	219811	55	108.16
186	7.86	0.85	219247	55	107.27
185	7.79	0.85	220064	55	107.37
185	7.79	0.85	220011	56	107.55
184	7.70	0.85	220153	55	107.82
185	7.73	0.85	219958	56	107.83
188	7.54	0.84	220615	55	109.04
187	7.76	0.84	219612	56	107.94
187	7.50	0.84	219990	55	108.95
187	7.79	0.84	219880	55	108.40
186	7.62	0.84	220679	55	108.73
186	7.70	0.84	219926	56	108.21
188	7.68	0.84	219827	55	108.74
186	7.91	0.83	219386	55	106.92
187	7.67	0.84	219970	56	108.54
186	7.78	0.84	219435	56	107.62
186	7.57	0.84	219994	56	108.81
186	7.66	0.84	219939	56	108.59
186	7.58	0.84	220048	55	108.93
186	7.64	0.84	219575	55	108.49
187	7.62	0.84	219898	55	108.74
186	7.64	0.84	219703	56	108.70
176	7.27	0.86	210784	56	107.80
176	7.16	0.87	209047	55	108.30
174	7.28	0.87	208792	56	106.91
175	7.19	0.87	208897	55	107.43
175	7.44	0.87	208159	56	106.50
176	7.25	0.86	208691	56	107.70
176	7.30	0.86	208898	55	107.29
175	7.35	0.86	208556	55	107.19
175	7.36	0.87	208875	56	106.99
175	7.19	0.87	208748	55	107.48
175	7.26	0.87	208971	56	107.68
175	7.19	0.87	208886	55	107.93
175	7.36	0.87	208816	55	107.14
175	7.33	0.87	208590	55	107.04
175	7.25	0.87	208942	55	107.59
174	7.14	0.87	208920	55	107.77
173	7.21	0.87	208594	55	107.01
176	7.33	0.87	208997	56	107.44
175	7.28	0.87	209031	55	107.52
175	7.29	0.87	208759	55	107.17
175	7.35	0.87	208877	56	106.94
176	7.42	0.87	208530	55	107.54
176	7.31	0.87	209025	56	107.34
175	7.12	0.87	208893	55	107.32
175	7.21	0.87	208946	56	107.23
175	7.20	0.87	208875	55	107.01
175	7.09	0.87	209145	56	107.35
175	7.10	0.87	209022	55	107.21
174	7.19	0.87	208945	56	106.90
174	6.96	0.87	209005	55	107.90
174	7.05	0.87	209082	55	107.41
175	7.08	0.87	209236	55	107.49
174	7.00	0.87	209328	55	107.80
175	7.02	0.87	209011	56	107.78
174	7.05	0.87	209232	55	107.39
175	7.26	0.87	209013	55	106.39
175	7.13	0.87	209418	55	107.41
175	7.00	0.87	208882	55	107.63
175	7.19	0.87	209395	56	107.29
175	7.13	0.87	209369	55	107.95
175	7.17	0.87	208943	55	107.92
177	7.35	0.86	209988	56	107.37
186	7.77	0.84	219683	56	107.84
186	7.81	0.84	219580	55	107.85
186	7.79	0.84	219383	56	107.65
186	7.76	0.84	218969	56	107.97
186	7.88	0.84	219129	55	107.40
186	7.68	0.84	219496	56	108.32
186	7.55	0.84	219883	56	108.18
187	7.65	0.84	219780	56	109.18
186	7.60	0.84	219953	55	108.64
187	7.66	0.84	219815	55	108.90
187	7.80	0.84	219368	56	108.56
187	7.86	0.84	218988	56	107.23
185	7.94	0.84	219825	56	107.16
186	7.54	0.84	221145	55	108.71
187	7.64	0.84	220259	56	109.10
187	7.49	0.84	220790	55	109.09
187	7.82	0.84	220151	56	108.28
187	7.72	0.84	220045	55	108.27
186	7.63	0.84	220148	55	107.91
186	7.52	0.84	220017	55	108.44
186	7.68	0.84	220072	56	107.85
186	7.70	0.84	220516	55	107.80
186	7.61	0.84	220040	56	107.71
186	7.52	0.84	219977	56	108.56
186	7.87	0.84	219778	55	107.58
185	7.91	0.84	219682	55	107.02
186	7.84	0.85	220167	56	107.81
186	7.73	0.84	219740	55	108.00
186	7.63	0.84	220192	55	107.64
185	8.20	0.85	219845	56	106.90
185	8.01	0.84	219333	56	106.85
187	7.79	0.84	220528	56	108.16
184	8.00	0.85	219595	56	107.28
185	8.07	0.85	219730	56	107.23
185	8.02	0.85	218891	55	107.40
185	8.06	0.85	219519	55	107.41
186	7.87	0.85	219164	56	108.10
185	8.08	0.83	219854	55	107.21
184	8.13	0.83	219753	55	106.80
184	8.12	0.83	219786	55	106.92
174	7.39	0.81	222897	56	107.38
139	5.64	0.68	231900	56	105.97
139	5.66	0.68	231892	55	105.76
139	5.71	0.67	232097	56	105.87
149	6.58	0.71	7345	56	106.74
