Avg_MHz	Busy%	IPC	IRQ	PkgTmp	PkgWatt
172	7.68	0.90	210580	49	101.75
171	7.41	0.90	209748	50	102.11
171	7.42	0.90	209612	50	101.97
171	7.45	0.90	209269	50	101.82
169	7.43	0.90	209732	50	101.72
170	7.54	0.91	210192	50	101.65
170	7.54	0.91	210240	50	101.75
170	7.54	0.91	209692	50	101.74
169	7.52	0.91	209971	49	101.71
170	7.56	0.91	210072	50	101.76
170	7.58	0.91	210295	49	101.66
168	7.53	0.91	210036	50	101.58
168	7.52	0.91	210091	50	101.66
169	7.53	0.91	209997	50	101.66
169	7.54	0.91	210279	49	101.73
168	7.50	0.91	209632	50	101.72
167	7.46	0.91	209814	50	101.54
168	7.49	0.91	209864	49	101.56
168	7.37	0.91	209969	49	101.85
168	7.49	0.91	209353	50	101.55
169	7.53	0.91	209576	50	101.73
169	7.48	0.91	209554	49	101.74
168	7.50	0.91	209838	49	101.70
169	7.51	0.91	209573	50	101.67
169	7.53	0.91	209922	49	101.60
169	7.35	0.91	210142	49	102.13
167	7.55	0.91	209483	50	101.64
168	7.60	0.91	209359	50	101.70
168	7.40	0.90	209002	50	101.61
169	7.44	0.91	208961	50	101.73
169	7.44	0.91	209053	50	101.72
169	7.50	0.90	208754	50	101.50
170	7.53	0.90	209201	50	101.69
170	7.51	0.90	209088	50	101.62
169	7.43	0.91	208984	50	101.60
169	7.44	0.91	208644	50	101.71
168	7.42	0.91	209061	50	101.66
169	7.46	0.91	209096	50	101.70
169	7.47	0.91	209189	50	101.73
169	7.48	0.90	208981	50	101.65
169	7.47	0.91	209144	50	101.76
168	7.41	0.90	209277	50	101.67
169	7.23	0.91	209529	50	102.24
169	7.08	0.90	209357	50	102.44
169	7.22	0.91	209219	50	102.42
168	7.45	0.91	209880	50	101.75
168	7.45	0.91	210157	50	101.89
167	7.41	0.91	209803	50	101.72
168	7.44	0.91	209881	50	101.81
168	7.42	0.91	209756	50	101.75
168	7.46	0.91	209852	50	101.81
168	7.43	0.91	209877	50	101.79
168	7.42	0.91	209940	50	101.76
168	7.40	0.91	209757	50	101.93
168	7.43	0.91	209731	50	101.75
167	7.60	0.91	209239	50	101.67
168	7.61	0.91	209384	50	101.73
167	7.53	0.91	209474	50	101.83
167	7.59	0.92	209693	50	101.71
167	7.60	0.91	209133	50	101.72
168	7.52	0.91	209281	50	101.67
167	7.46	0.91	209375	50	101.69
167	7.47	0.91	209487	50	101.64
167	7.50	0.91	209196	50	101.55
167	7.50	0.91	209425	50	101.68
168	7.50	0.91	209845	49	101.73
167	7.42	0.91	209689	50	101.96
168	7.51	0.91	209596	50	101.72
167	7.47	0.91	209550	50	101.85
167	7.51	0.91	209382	50	101.87
167	7.47	0.91	209525	50	101.83
168	7.40	0.91	209564	50	102.21
167	7.32	0.91	209500	50	102.20
166	7.46	0.91	209523	50	101.59
168	7.51	0.91	209877	50	101.87
167	7.60	0.91	209204	50	101.80
167	7.48	0.91	209416	50	101.67
168	7.54	0.91	209829	50	101.67
167	7.47	0.91	209517	50	101.66
167	7.46	0.91	209575	50	101.68
168	7.29	0.91	210107	50	102.39
167	7.35	0.91	209852	50	102.13
168	7.52	0.91	209733	50	101.76
167	7.46	0.91	209402	50	101.94
167	7.47	0.91	209363	50	101.80
167	7.49	0.91	209467	50	101.72
167	7.47	0.91	209600	50	101.59
166	7.44	0.91	209666	50	101.83
167	7.45	0.91	209565	50	101.72
167	7.44	0.91	209365	50	101.74
168	7.52	0.91	209591	50	101.78
167	7.49	0.91	209439	50	101.77
167	7.47	0.91	209463	50	101.83
167	7.46	0.91	209647	50	101.89
166	7.43	0.91	209542	50	101.67
167	7.48	0.91	209198	50	101.79
168	7.54	0.91	209780	50	102.06
168	7.58	0.91	209803	50	101.87
167	7.48	0.91	209547	50	101.90
168	7.51	0.91	209305	50	101.78
168	7.54	0.91	209515	50	101.92
168	7.51	0.91	209893	50	101.85
168	7.53	0.91	209606	50	101.85
167	7.47	0.91	209410	50	101.84
167	7.35	0.91	209653	50	102.56
167	7.50	0.91	209739	51	101.84
168	7.58	0.91	209868	50	101.73
168	7.58	0.91	209648	50	101.88
169	7.60	0.91	209911	50	101.69
168	7.48	0.91	209721	50	101.97
168	7.51	0.91	209634	50	101.78
168	7.49	0.91	209312	50	101.66
168	7.50	0.91	209114	50	101.83
168	7.50	0.91	209583	50	101.76
167	7.46	0.91	209385	50	101.77
168	7.51	0.91	209416	50	101.77
166	7.44	0.91	209332	50	101.71
166	7.43	0.91	209577	49	101.70
167	7.49	0.91	209559	50	101.68
168	7.51	0.91	209561	50	101.77
167	7.50	0.91	209341	50	101.68
167	7.50	0.91	209434	50	101.84
167	7.49	0.91	209327	50	101.83
168	7.50	0.91	209316	50	101.83
168	7.51	0.91	209749	50	101.88
167	7.48	0.91	209674	50	101.78
167	7.49	0.91	209537	50	101.76
167	7.48	0.91	209320	50	101.77
168	7.51	0.91	209848	50	101.88
168	7.47	0.91	209399	49	101.87
168	7.52	0.91	209558	50	101.76
168	7.35	0.91	208964	51	101.92
168	7.31	0.91	208941	50	101.83
169	7.29	0.91	209117	50	102.07
169	7.34	0.91	208928	50	101.91
169	7.36	0.91	209047	51	101.92
169	7.40	0.90	209187	50	101.85
169	7.38	0.91	209384	50	101.93
168	7.34	0.91	209019	50	101.94
168	7.38	0.91	209330	50	101.88
169	7.40	0.90	209332	50	102.02
169	7.38	0.91	209248	50	102.00
169	7.43	0.91	209313	50	101.99
167	7.49	0.91	209652	50	101.99
168	7.49	0.91	209976	50	101.97
168	7.46	0.91	209682	50	101.95
168	7.46	0.91	209370	50	102.01
168	7.45	0.91	209362	50	102.01
168	7.43	0.91	209412	49	101.86
168	7.45	0.91	209726	50	101.94
168	7.44	0.91	209456	50	101.96
168	7.46	0.91	209654	50	101.88
167	7.41	0.91	209466	50	101.72
168	7.46	0.91	209773	50	101.77
168	7.44	0.91	209333	50	101.76
168	7.42	0.91	209422	50	101.86
168	7.44	0.91	209452	50	101.73
168	7.44	0.91	209588	50	101.87
168	7.48	0.91	209421	50	101.87
168	7.42	0.91	209720	50	102.29
168	7.47	0.91	209723	50	101.97
168	7.44	0.91	209573	50	101.96
168	7.48	0.91	209639	50	102.03
168	7.46	0.91	209560	50	101.97
168	7.49	0.91	209591	50	101.96
167	7.42	0.91	209778	50	101.91
