Avg_MHz	Busy%	IPC	IRQ	PkgTmp	PkgWatt
187	8.07	0.85	219101	49	104.51
187	8.00	0.85	218667	50	103.94
188	7.96	0.85	218692	50	104.30
187	7.94	0.85	218905	50	104.24
187	8.04	0.85	218817	50	103.78
187	8.37	0.85	218264	50	103.21
187	8.38	0.85	218443	50	103.23
187	8.38	0.85	218461	50	103.26
188	8.44	0.85	218529	50	103.30
186	8.33	0.85	218290	49	103.31
186	8.30	0.85	218577	50	103.27
186	8.32	0.85	218269	49	103.22
186	8.30	0.85	218473	49	103.27
189	8.35	0.84	217654	50	103.32
189	8.27	0.84	217328	50	103.19
189	8.17	0.84	217691	50	103.31
189	8.25	0.84	217710	49	103.29
187	8.29	0.85	217928	50	103.30
186	8.29	0.85	218247	49	103.24
186	8.29	0.85	218288	50	103.23
186	8.28	0.85	218281	50	103.21
186	8.30	0.85	218108	50	103.16
187	8.36	0.85	218307	50	103.12
187	8.34	0.85	218317	50	103.25
187	8.40	0.85	218472	50	103.16
188	8.43	0.85	218167	50	103.21
186	8.31	0.85	218305	50	103.24
186	8.29	0.85	218436	49	103.13
186	8.29	0.85	218324	50	103.26
186	8.28	0.85	218068	50	103.17
186	8.33	0.85	218431	50	103.22
187	8.36	0.85	218392	50	103.13
187	8.34	0.85	218357	50	103.27
187	8.36	0.85	218160	49	103.20
187	8.38	0.85	218073	50	103.36
186	8.28	0.85	218368	49	103.26
186	8.30	0.85	218181	50	103.37
186	8.33	0.85	217873	49	103.19
186	8.33	0.85	218145	49	103.20
187	8.36	0.85	218297	50	103.28
187	8.35	0.85	218411	50	103.17
191	8.63	0.85	219270	50	103.34
190	8.59	0.86	219968	50	103.39
189	8.49	0.87	219887	50	103.18
189	8.50	0.87	220181	50	103.26
188	8.48	0.87	219606	49	103.31
188	8.53	0.87	219930	50	103.21
188	8.55	0.86	219807	49	103.22
187	8.40	0.87	219842	49	103.21
186	8.22	0.87	220051	49	103.24
187	8.23	0.87	220352	50	103.30
187	8.24	0.87	220017	50	103.28
186	8.21	0.87	220166	49	103.20
187	8.29	0.87	220025	50	103.19
188	8.30	0.87	220116	50	103.34
186	8.19	0.87	220050	50	103.23
187	8.24	0.87	220199	50	103.25
186	8.19	0.87	219993	50	103.29
187	8.25	0.87	219993	50	103.35
188	8.34	0.87	220226	49	103.41
187	8.44	0.87	219964	50	103.16
187	8.22	0.87	219959	50	103.23
186	8.22	0.87	220083	50	103.22
186	8.28	0.87	220164	50	103.26
187	8.29	0.87	220297	50	103.33
187	8.29	0.87	220218	50	103.33
186	8.21	0.87	220227	49	103.27
187	8.23	0.87	220211	50	103.26
186	8.22	0.87	219994	49	103.29
187	8.27	0.87	219914	50	103.44
187	8.32	0.87	219928	49	103.27
186	8.20	0.87	220333	49	103.30
186	8.20	0.87	220097	50	103.36
186	8.19	0.87	220034	50	103.23
187	8.24	0.87	220049	50	103.32
188	8.36	0.87	220180	50	103.31
187	8.34	0.87	219706	49	103.12
188	8.32	0.87	219930	50	103.23
187	8.31	0.87	219983	50	103.08
187	8.30	0.87	219890	50	103.16
188	8.35	0.86	220195	50	103.31
189	8.45	0.86	219791	50	103.32
187	8.32	0.87	220096	50	103.19
188	8.35	0.86	220268	50	103.34
186	8.22	0.87	219852	50	103.13
187	8.31	0.87	219925	50	103.25
187	8.33	0.87	220074	50	103.26
186	8.21	0.87	220216	50	103.27
186	8.25	0.87	219976	50	103.39
187	8.30	0.86	220091	50	103.33
185	8.16	0.87	220096	50	103.30
187	8.28	0.87	220503	50	103.30
188	8.34	0.87	219741	50	103.34
188	8.09	0.87	220621	50	103.42
187	8.01	0.87	220996	50	103.42
187	8.08	0.87	220543	50	103.26
186	8.16	0.87	220244	49	103.22
188	8.42	0.86	219913	50	103.31
186	8.21	0.87	220248	50	103.21
186	8.19	0.87	220345	50	103.29
186	8.18	0.87	220295	50	103.22
187	8.40	0.87	220040	50	103.20
185	8.17	0.87	220215	50	103.22
187	8.27	0.87	220417	50	103.31
187	8.41	0.87	219807	50	103.29
187	8.41	0.87	220017	50	103.30
187	8.39	0.87	219988	50	103.28
186	8.18	0.87	220370	50	103.36
187	8.20	0.87	220287	51	103.34
186	8.14	0.87	219191	50	103.29
183	7.94	0.87	218844	50	103.09
183	7.94	0.87	218786	50	103.27
182	7.87	0.87	218082	49	103.00
180	7.72	0.87	216812	50	102.92
181	7.72	0.87	217100	50	103.00
171	7.12	0.84	218390	49	102.60
133	5.31	0.71	224608	50	101.27
133	5.32	0.71	224886	50	101.13
135	5.43	0.71	38713	50	101.08
