Avg_MHz	Busy%	IPC	IRQ	PkgTmp	PkgWatt
186	8.13	0.87	219494	50	103.83
186	8.36	0.87	218540	50	103.29
186	8.34	0.87	218486	50	103.20
186	8.35	0.87	218774	49	103.33
186	8.36	0.87	218825	50	103.31
187	8.28	0.87	219088	49	103.26
185	8.36	0.87	218832	49	103.28
186	8.32	0.87	218902	50	103.34
185	8.29	0.87	218949	50	103.35
185	8.31	0.87	218398	50	103.38
186	8.39	0.87	218796	49	103.22
187	8.14	0.86	218268	50	103.39
186	8.03	0.87	218451	50	103.40
187	8.05	0.87	218464	50	103.44
186	8.10	0.87	218351	50	103.37
185	8.02	0.87	218330	50	103.41
185	8.01	0.87	218469	50	103.32
187	8.06	0.87	218536	50	103.39
186	8.05	0.87	218464	49	103.45
186	8.06	0.87	218178	50	103.38
187	8.10	0.86	218736	50	103.44
185	8.01	0.87	218499	49	103.39
186	8.04	0.87	218533	50	103.34
185	8.01	0.87	218441	50	103.37
186	8.32	0.87	218870	50	103.21
186	8.39	0.87	218544	50	103.22
186	8.40	0.87	218373	50	103.32
187	8.47	0.86	218671	50	103.33
186	8.31	0.87	218611	50	103.30
186	8.18	0.87	218865	50	103.25
187	8.37	0.87	218654	51	103.33
186	8.33	0.87	218991	50	103.33
186	8.39	0.87	219066	50	103.35
186	8.23	0.87	219151	50	103.40
187	8.27	0.87	219158	49	103.26
185	8.12	0.87	219163	50	103.21
185	8.29	0.87	218674	49	103.24
185	8.25	0.87	218818	50	103.21
186	8.24	0.87	218879	50	103.15
186	8.40	0.87	218654	50	103.22
187	8.26	0.87	219356	50	103.16
187	8.49	0.86	218508	49	103.23
186	8.30	0.87	218854	50	103.18
186	8.26	0.87	218645	50	103.21
185	8.32	0.87	218770	50	103.21
186	8.38	0.87	218687	49	103.26
185	8.21	0.87	218858	50	103.18
186	8.41	0.87	218829	50	103.24
187	8.40	0.86	219081	50	103.18
186	8.17	0.87	219181	50	103.19
186	8.33	0.87	218768	50	103.22
185	8.18	0.87	219096	50	103.08
186	8.37	0.87	219195	50	103.08
186	8.39	0.87	218655	50	103.17
187	8.44	0.87	218903	50	103.22
185	8.30	0.87	218692	50	103.25
184	8.25	0.87	219010	49	103.02
186	8.17	0.87	219316	50	103.27
183	8.14	0.87	218263	50	102.96
183	8.05	0.86	218260	49	103.08
183	8.08	0.86	217915	50	103.02
183	8.19	0.87	217640	50	103.16
184	8.01	0.87	218187	50	103.07
183	7.92	0.87	218310	50	103.07
184	7.96	0.86	218431	50	103.05
185	7.98	0.85	218351	51	103.23
185	7.97	0.85	218135	50	103.12
185	7.97	0.86	218360	50	103.14
185	7.99	0.85	218472	50	103.19
186	8.04	0.85	218091	50	103.30
186	8.03	0.85	218262	50	103.13
186	8.08	0.85	218396	50	103.22
186	8.00	0.85	218581	50	103.20
185	7.98	0.85	218691	50	103.35
186	8.02	0.85	218412	50	103.20
185	7.98	0.85	218477	51	103.15
185	7.98	0.85	218341	50	103.09
185	7.98	0.85	218385	50	103.23
185	7.99	0.85	218318	50	103.14
185	8.01	0.85	218597	50	103.10
186	8.07	0.85	218426	49	103.16
188	8.22	0.85	218338	50	103.25
185	8.00	0.85	218446	50	103.14
186	8.08	0.85	218244	50	103.11
186	8.06	0.85	217963	50	103.08
186	8.06	0.85	218044	50	103.10
185	7.99	0.85	218099	50	103.04
185	8.00	0.85	218155	49	103.09
185	7.98	0.85	218362	50	103.14
186	8.01	0.85	218335	50	103.19
186	8.01	0.85	218404	50	103.26
186	8.08	0.85	218279	50	103.24
186	8.04	0.85	218454	50	103.20
185	8.00	0.86	218207	50	103.31
185	7.96	0.86	217940	50	103.15
182	7.78	0.86	216715	50	103.08
180	7.71	0.86	216256	49	103.03
161	6.93	0.79	218170	49	101.99
133	5.52	0.70	225236	51	101.26
133	5.54	0.70	225110	49	101.26
136	5.61	0.71	57248	51	101.35
