Avg_MHz	Busy%	IPC	IRQ	PkgTmp	PkgWatt
171	7.34	0.91	211093	50	102.74
170	7.54	0.91	210061	50	101.98
170	7.56	0.91	210193	50	101.96
169	7.49	0.91	210393	50	101.90
168	7.45	0.91	210006	50	101.97
169	7.50	0.91	209916	50	101.91
169	7.50	0.91	210187	50	102.00
169	7.50	0.91	210459	50	101.93
167	7.40	0.91	209953	50	101.81
168	7.45	0.91	209824	50	101.90
168	7.44	0.91	210105	50	101.86
168	7.46	0.91	210032	50	101.83
169	7.50	0.91	209655	50	101.84
169	7.48	0.91	209699	50	101.92
168	7.46	0.91	209822	50	101.84
168	7.44	0.91	209957	50	101.89
168	7.41	0.91	209746	50	101.92
168	7.39	0.91	209637	50	102.11
168	7.40	0.91	209622	50	101.84
168	7.43	0.91	210072	50	101.92
168	7.42	0.91	209705	50	101.90
167	7.41	0.91	209744	50	101.80
168	7.45	0.91	209866	50	101.96
169	7.46	0.91	210098	50	101.81
168	7.58	0.91	209407	50	101.93
167	7.63	0.91	209212	50	101.82
167	7.59	0.91	209293	50	101.90
167	7.62	0.92	209406	50	101.82
167	7.61	0.91	209306	50	101.76
167	7.58	0.91	209160	50	101.81
167	7.58	0.91	209366	50	101.86
168	7.46	0.91	208959	50	101.88
168	7.41	0.91	208919	50	101.97
169	7.45	0.90	208915	50	102.02
169	7.51	0.91	209997	50	101.95
168	7.41	0.91	209889	50	102.16
168	7.41	0.91	209603	50	101.82
168	7.41	0.91	209713	50	101.83
168	7.42	0.91	210024	50	101.96
168	7.42	0.91	209696	50	101.85
168	7.42	0.91	209623	50	101.93
168	7.29	0.91	210016	50	102.72
169	7.49	0.91	209824	50	101.93
168	7.41	0.91	210028	50	101.99
168	7.41	0.91	209810	50	101.94
167	7.40	0.91	209453	50	101.86
167	7.39	0.91	209497	50	101.99
168	7.23	0.91	210084	50	102.67
168	7.17	0.91	210180	50	102.86
169	7.12	0.90	209906	50	103.12
169	7.15	0.90	210027	50	102.90
169	7.14	0.91	210313	50	103.01
169	7.15	0.91	210030	50	102.88
