Avg_MHz	Busy%	IPC	IRQ	PkgTmp	PkgWatt
112	11.22	0.86	158616	43	93.06
112	11.23	0.87	158536	42	92.83
113	11.34	0.87	158060	42	93.06
112	11.24	0.86	157356	43	92.79
112	11.23	0.88	159265	43	92.87
112	11.19	0.87	158424	42	92.79
115	11.49	0.86	158902	42	92.94
114	11.44	0.87	160602	42	92.97
117	11.70	0.88	160080	42	92.96
144	14.49	0.83	171947	42	93.27
146	14.59	0.83	170581	42	93.33
139	13.90	0.82	170825	42	93.22
129	12.93	0.83	170176	42	93.14
121	12.11	0.84	168837	42	93.13
123	12.33	0.84	168996	42	93.16
120	12.06	0.84	169295	42	92.97
120	12.06	0.85	170506	42	93.12
121	12.14	0.84	169136	43	93.10
124	12.40	0.85	167946	42	93.16
125	12.58	0.86	168440	42	93.13
147	14.71	0.83	173359	43	93.36
147	14.69	0.84	172773	43	93.27
149	14.92	0.84	172361	42	93.38
137	13.69	0.85	173188	42	93.24
129	12.93	0.84	171614	42	93.22
123	12.34	0.84	169171	42	93.17
123	12.36	0.85	170787	42	93.13
122	12.21	0.85	170668	42	93.18
123	12.37	0.84	171030	42	93.18
124	12.41	0.85	168989	42	93.19
129	13.01	0.87	170631	42	92.86
153	15.31	0.84	172691	42	93.22
149	14.93	0.84	173538	42	93.16
150	15.01	0.84	174900	43	93.54
149	14.97	0.84	173826	43	93.27
144	14.48	0.84	174912	43	93.28
132	13.25	0.86	174328	42	93.20
126	12.63	0.85	169339	42	93.20
126	12.63	0.85	170340	42	93.18
124	12.47	0.86	172322	42	93.08
125	12.51	0.86	171367	42	93.24
126	12.61	0.85	170795	43	93.18
129	12.89	0.85	170991	42	93.19
131	13.11	0.87	170517	43	93.25
154	15.40	0.83	171851	42	93.34
154	15.42	0.83	173123	42	93.41
155	15.51	0.83	169719	42	93.36
152	15.28	0.84	173607	42	93.32
153	15.32	0.84	174205	43	93.35
138	13.86	0.86	173146	42	93.31
134	13.39	0.85	172787	43	93.16
129	12.90	0.86	170254	42	93.07
129	12.90	0.85	170198	42	93.17
128	12.86	0.85	169267	42	93.07
128	12.86	0.85	170480	42	93.21
128	12.80	0.86	170663	43	93.16
134	13.47	0.87	170394	42	93.19
158	15.86	0.83	171679	42	93.47
156	15.66	0.84	172585	42	93.37
158	15.88	0.83	172788	42	93.32
155	15.58	0.84	170566	43	93.36
148	14.89	0.86	161683	43	93.09
155	15.50	0.84	172093	42	93.47
145	14.51	0.85	173939	43	93.24
136	13.61	0.86	172233	42	93.37
129	12.97	0.86	172713	42	93.19
130	13.01	0.86	171624	42	93.23
130	13.06	0.86	170698	43	93.21
131	13.13	0.86	171185	43	93.18
131	13.17	0.85	170999	43	93.08
139	13.91	0.87	170463	42	93.21
159	15.89	0.84	168930	43	93.41
153	15.31	0.85	160915	43	93.23
154	15.38	0.86	161184	43	93.24
153	15.36	0.85	161587	42	93.17
153	15.35	0.86	161049	42	93.19
153	15.32	0.86	160008	42	93.28
153	15.38	0.85	162004	43	93.22
144	14.47	0.86	159997	42	93.18
132	13.28	0.88	161090	42	92.99
127	12.73	0.88	159320	42	93.00
127	12.74	0.88	160026	42	92.92
127	12.71	0.88	158385	43	92.88
126	12.63	0.87	159616	42	92.89
127	12.70	0.88	159362	43	92.82
134	13.42	0.90	161123	43	93.11
161	16.09	0.86	160587	43	93.44
160	16.03	0.85	169298	43	93.35
163	16.38	0.84	172719	43	93.30
158	15.84	0.85	162653	42	93.33
157	15.72	0.86	160687	43	93.27
145	14.54	0.79	164693	42	92.84
139	13.89	0.76	166883	43	92.54
139	13.92	0.76	167101	42	92.61
121	12.09	0.78	168910	43	92.44
113	11.35	0.76	164781	43	92.20
112	11.21	0.78	164789	42	92.26
112	11.19	0.77	165023	42	92.24
111	11.18	0.77	165128	43	92.18
121	12.02	0.80	6271	43	95.25
