Avg_MHz	Busy%	IPC	IRQ	PkgTmp	PkgWatt
150	6.07	0.84	213840	48	106.11
149	6.00	0.84	214143	48	105.10
150	6.11	0.84	214315	48	104.99
150	6.28	0.84	214331	48	105.74
149	6.24	0.84	214843	48	104.63
150	6.04	0.84	215375	48	105.22
151	6.07	0.84	215550	48	105.33
150	6.05	0.84	215114	48	105.25
150	6.27	0.84	214905	48	104.62
150	6.30	0.84	214756	48	104.65
150	6.28	0.83	215063	49	104.97
151	6.32	0.83	214644	48	104.90
151	6.33	0.83	214560	48	104.84
151	6.32	0.83	214549	48	104.91
150	6.33	0.83	214809	48	104.89
152	6.24	0.83	214883	48	105.06
152	6.41	0.83	214551	48	104.90
150	6.38	0.83	214845	48	104.76
150	6.67	0.84	214171	48	103.93
151	6.74	0.84	214076	48	103.88
150	6.71	0.84	214154	48	103.92
150	6.69	0.84	214306	49	103.94
150	6.69	0.84	214084	48	103.89
149	6.64	0.84	214428	48	103.84
149	6.63	0.84	214832	49	103.91
150	6.68	0.84	214408	48	104.00
149	6.66	0.84	214347	49	103.90
149	6.65	0.84	214335	49	103.96
150	6.65	0.84	214644	48	103.88
150	6.66	0.84	214143	49	103.89
149	6.64	0.84	214398	48	103.85
149	6.64	0.84	214768	48	103.92
150	6.68	0.84	214549	48	103.93
150	6.68	0.84	214055	49	103.82
148	6.61	0.84	214940	48	103.93
152	6.62	0.84	214270	48	104.09
150	6.55	0.83	214689	48	103.98
151	6.62	0.83	214135	48	104.08
151	6.60	0.83	214570	48	104.08
150	6.55	0.83	214747	49	103.98
151	6.59	0.83	214487	49	104.09
152	6.63	0.83	214049	48	104.03
150	6.47	0.83	215083	49	104.07
151	6.55	0.84	214505	48	104.09
150	6.52	0.84	214408	48	104.06
150	6.44	0.83	214702	48	104.04
150	6.46	0.84	214969	49	104.04
149	6.60	0.84	214747	48	103.88
149	6.82	0.85	214948	48	103.86
149	6.63	0.84	214122	49	103.88
149	6.63	0.84	214327	48	103.96
149	6.64	0.84	214318	48	103.90
150	6.68	0.84	214212	48	103.99
149	6.63	0.84	214333	48	103.96
149	6.65	0.84	214169	48	103.95
150	6.68	0.85	213725	48	103.89
149	6.65	0.85	214029	48	103.94
149	6.62	0.84	214221	48	103.94
149	6.61	0.84	214416	48	103.94
149	6.65	0.84	214494	49	103.89
149	6.63	0.84	214857	48	103.97
