Avg_MHz	Busy%	IPC	IRQ	PkgTmp	PkgWatt
155	6.69	0.85	212630	48	104.54
155	6.77	0.85	211903	49	104.25
155	6.74	0.85	212279	48	104.23
155	6.72	0.85	212768	49	104.21
155	6.76	0.85	213186	48	104.10
155	6.73	0.85	213280	48	104.25
155	6.73	0.85	213314	48	104.24
155	6.77	0.85	212974	48	104.26
155	6.74	0.85	213643	49	104.19
155	6.76	0.85	213107	49	104.24
155	6.76	0.85	213059	48	104.18
155	6.72	0.85	213291	48	104.26
156	6.79	0.86	212971	48	104.33
156	6.80	0.86	212713	48	104.31
155	6.75	0.85	213237	48	104.26
155	6.72	0.85	213505	48	104.23
155	6.74	0.85	213610	48	104.24
156	6.78	0.85	212863	48	104.28
155	6.74	0.85	213358	48	104.16
155	6.73	0.85	213681	48	104.26
155	6.73	0.86	213227	48	104.23
155	6.74	0.86	212990	48	104.21
153	6.74	0.85	213584	48	104.12
154	6.91	0.86	213564	48	104.08
154	6.85	0.86	213897	48	104.20
154	6.91	0.86	213468	48	104.17
154	6.93	0.86	213543	49	104.14
155	6.87	0.86	213530	49	104.29
153	6.86	0.86	213912	48	104.17
154	6.86	0.86	213509	48	104.18
155	6.75	0.85	213725	48	104.40
155	6.74	0.85	213261	48	104.19
155	6.77	0.85	213284	48	104.26
155	6.75	0.86	213367	48	104.34
155	6.65	0.85	213378	49	104.32
155	6.73	0.85	213311	49	104.34
156	6.80	0.85	213214	49	104.41
154	6.73	0.85	213158	48	104.29
155	6.78	0.85	213149	48	104.34
155	6.74	0.85	213316	49	104.33
154	6.72	0.85	213565	48	104.28
156	6.77	0.85	212794	49	104.35
156	6.80	0.85	213078	48	104.32
154	6.81	0.85	213098	48	104.21
154	6.92	0.86	213235	48	104.19
155	6.92	0.86	212284	48	104.22
158	7.10	0.84	218242	49	104.32
164	7.38	0.83	222870	48	104.65
164	7.40	0.84	222662	48	104.65
164	7.37	0.83	222805	49	104.77
164	7.37	0.84	223065	48	104.57
164	7.34	0.83	223271	49	104.80
164	7.42	0.83	223075	48	104.67
164	7.40	0.84	223395	48	104.60
164	7.36	0.83	223258	48	104.73
165	7.42	0.84	222997	48	104.68
164	7.39	0.84	223171	48	104.70
163	7.37	0.83	223111	48	104.66
165	7.41	0.83	223108	49	104.71
165	7.40	0.84	223019	48	104.66
163	7.35	0.83	223129	49	104.57
164	7.38	0.83	222892	49	104.73
164	7.37	0.83	223318	49	104.70
163	7.35	0.83	223095	48	104.66
164	7.34	0.83	222870	48	104.65
164	7.18	0.83	223609	48	104.76
165	7.22	0.83	223533	48	104.71
165	7.24	0.83	222751	48	104.81
165	7.28	0.83	223366	48	104.74
164	7.16	0.83	223742	48	104.85
166	7.27	0.84	222897	48	104.80
164	7.17	0.83	223631	49	104.64
164	7.15	0.83	223600	48	104.84
165	7.20	0.83	223233	49	104.80
