Avg_MHz	Busy%	IPC	IRQ	PkgTmp	PkgWatt
169	7.07	0.82	214579	53	107.26
168	7.14	0.83	214527	53	106.47
168	7.15	0.83	214664	53	106.45
167	7.42	0.83	214854	52	105.11
168	7.33	0.83	215421	52	105.67
168	7.15	0.82	215429	53	106.54
168	7.16	0.83	215559	53	106.51
168	7.36	0.83	215309	52	105.44
168	7.24	0.82	215400	53	105.96
168	7.16	0.83	215195	53	106.46
168	7.20	0.82	215368	53	106.32
168	7.27	0.83	215502	53	106.20
167	7.24	0.83	215448	53	106.37
167	7.21	0.83	215352	52	106.25
167	7.23	0.83	215257	53	106.25
168	7.20	0.83	214687	53	106.44
168	7.22	0.83	215550	53	106.51
168	7.20	0.83	215358	52	106.49
168	7.23	0.82	215511	53	106.48
168	7.23	0.82	215320	53	106.53
167	7.21	0.83	215566	53	106.48
168	7.36	0.83	215397	53	106.13
168	7.29	0.83	215612	53	106.39
169	7.43	0.82	215255	53	106.02
168	7.55	0.83	214941	52	105.61
168	7.57	0.82	214706	53	105.46
168	7.55	0.82	214928	53	105.65
168	7.47	0.83	215228	53	106.11
167	7.55	0.83	214804	53	105.17
169	7.59	0.82	214680	53	105.50
168	7.52	0.82	214849	53	105.74
168	7.58	0.82	214964	53	105.60
168	7.58	0.83	214735	53	105.24
168	7.45	0.83	214423	53	106.30
167	7.52	0.83	215179	53	105.47
167	7.51	0.83	214940	53	105.22
167	7.53	0.83	215045	53	105.20
167	7.52	0.83	214974	53	105.29
166	7.49	0.83	215014	53	105.09
167	7.49	0.83	214879	53	105.15
166	7.49	0.83	214944	53	105.00
167	7.45	0.83	214922	53	105.54
167	7.53	0.83	215121	53	105.07
167	7.49	0.83	215339	53	105.31
167	7.51	0.83	214894	53	105.04
167	7.50	0.83	214876	53	105.18
167	7.44	0.83	215293	53	105.86
167	7.52	0.83	215145	53	105.15
167	7.44	0.83	215211	52	106.23
167	7.46	0.83	215130	53	106.03
168	7.46	0.83	215092	53	106.05
167	7.43	0.83	214620	53	106.02
168	7.33	0.83	215555	53	106.22
168	7.36	0.82	215320	53	105.71
168	7.42	0.83	215196	53	105.26
168	7.40	0.83	215156	53	105.20
167	7.34	0.83	215268	53	105.95
168	7.31	0.83	215420	53	106.26
168	7.34	0.82	215650	53	106.24
145	6.25	0.74	223641	53	104.85
132	5.76	0.68	227798	52	103.58
132	5.74	0.69	227510	52	103.61
132	5.74	0.68	227819	52	103.69
131	5.53	0.68	228395	53	103.87
132	5.62	0.68	227670	52	103.92
132	5.56	0.68	228638	52	104.02
132	5.58	0.68	228863	53	103.89
133	5.60	0.68	228537	52	103.96
132	5.59	0.68	228843	53	103.86
132	5.61	0.69	228516	52	103.88
132	5.60	0.68	228207	52	103.95
132	5.51	0.69	228755	52	103.91
132	5.51	0.68	229076	52	103.95
132	5.62	0.68	228650	53	103.88
132	5.59	0.68	228656	52	103.93
132	5.57	0.69	228046	52	104.05
132	5.54	0.68	229039	52	104.04
132	5.60	0.69	228137	52	103.78
132	5.55	0.68	228211	53	103.83
132	5.54	0.68	228732	53	103.88
132	5.56	0.68	228937	52	103.89
132	5.59	0.69	228236	52	103.86
132	5.58	0.69	228660	52	103.81
132	5.55	0.68	228569	53	103.90
132	5.57	0.68	228692	52	103.78
132	5.58	0.68	228525	52	103.76
132	5.56	0.68	228956	52	103.84
132	5.52	0.69	228259	53	103.88
132	5.55	0.69	228407	52	103.94
132	5.60	0.69	228253	52	103.88
132	5.59	0.68	228898	53	103.92
131	5.47	0.69	228733	52	103.85
132	5.50	0.69	228338	52	103.88
132	5.60	0.69	228021	52	103.85
132	5.55	0.69	228688	52	103.94
132	5.55	0.68	228667	52	103.89
132	5.51	0.69	228856	52	103.78
132	5.55	0.69	228653	52	103.65
132	5.53	0.69	228727	52	103.78
133	5.56	0.69	228059	52	103.87
132	5.56	0.68	229123	52	103.77
132	5.57	0.68	228982	52	103.93
132	5.58	0.68	229162	52	103.74
132	5.53	0.68	228660	53	103.90
132	5.59	0.68	228741	52	103.84
133	5.59	0.68	228652	52	103.84
132	5.59	0.69	228367	52	103.84
132	5.57	0.69	228183	52	103.80
132	5.58	0.68	228472	52	103.71
132	5.58	0.68	228480	52	103.79
132	5.58	0.69	228081	52	103.83
132	5.54	0.69	228663	52	103.73
132	5.58	0.69	228647	52	103.72
132	5.54	0.69	228615	52	104.17
132	5.59	0.68	228420	52	103.69
132	5.56	0.69	228545	52	103.68
132	5.60	0.69	228703	52	103.78
132	5.61	0.68	228278	52	103.76
132	5.57	0.68	229059	52	103.70
132	5.51	0.68	228859	52	103.73
132	5.56	0.68	228639	52	103.78
132	5.61	0.69	228247	52	103.73
132	5.57	0.68	228703	52	103.79
132	5.51	0.69	227959	52	103.78
131	5.49	0.69	229157	52	103.77
131	5.48	0.69	228918	52	103.82
131	5.51	0.69	228722	52	103.85
131	5.44	0.69	228776	52	103.86
131	5.51	0.69	228458	52	103.79
131	5.49	0.69	228455	52	103.93
131	5.48	0.69	228631	52	103.94
131	5.50	0.69	228369	52	103.75
131	5.50	0.69	228228	52	103.89
131	5.51	0.69	228678	52	103.98
132	5.59	0.69	228193	52	103.74
132	5.63	0.68	228356	52	103.79
133	5.61	0.69	228553	52	103.96
132	5.49	0.69	228219	52	103.75
132	5.50	0.69	228453	52	103.80
132	5.51	0.68	228200	52	103.86
132	5.51	0.69	228398	52	103.79
132	5.53	0.69	228204	52	103.90
132	5.48	0.68	228222	52	103.81
132	5.47	0.69	229093	52	103.97
132	5.51	0.69	228201	52	103.89
132	5.49	0.68	228561	52	103.90
132	5.50	0.69	229239	52	104.00
132	5.48	0.68	228777	52	103.88
132	5.50	0.69	228921	53	103.96
132	5.48	0.68	228426	52	103.95
132	5.48	0.68	229547	52	104.01
132	5.48	0.69	228412	52	103.86
132	5.48	0.68	229199	52	103.93
132	5.49	0.68	228612	52	104.03
132	5.41	0.68	229145	52	104.00
132	5.51	0.68	228760	52	104.00
133	5.52	0.68	228574	52	104.08
131	5.36	0.69	228715	52	103.98
132	5.45	0.68	228836	52	103.96
132	5.45	0.68	229006	52	103.94
132	5.41	0.68	229307	52	104.06
132	5.50	0.69	228520	52	104.00
133	5.47	0.68	229009	52	104.04
132	5.51	0.68	228961	52	103.97
132	5.47	0.68	228810	52	104.09
132	5.48	0.68	229054	52	104.00
133	5.49	0.68	228674	52	104.01
132	5.45	0.69	228525	52	103.95
132	5.54	0.69	228714	52	103.94
132	5.55	0.69	228283	52	103.92
132	5.48	0.69	228603	52	103.90
131	5.51	0.69	228107	52	103.88
131	5.47	0.69	228467	52	104.03
132	5.55	0.69	228326	52	104.07
132	5.60	0.69	228759	53	103.98
133	5.62	0.68	228661	52	103.93
132	5.57	0.69	228409	52	103.90
133	5.63	0.69	228476	52	103.97
132	5.61	0.69	228925	52	103.93
133	5.65	0.68	229080	52	103.94
132	5.59	0.68	229280	52	103.90
132	5.62	0.69	228302	52	103.93
133	5.61	0.68	229043	52	104.05
132	5.62	0.68	228742	52	103.99
132	5.61	0.68	228626	52	104.00
132	5.60	0.68	228731	52	103.96
132	5.54	0.68	229145	52	103.92
132	5.55	0.69	228672	52	103.96
131	5.51	0.69	227944	52	103.92
131	5.49	0.69	228272	52	103.94
132	5.49	0.69	228568	52	103.97
131	5.50	0.69	228324	52	103.82
131	5.51	0.69	228298	52	103.92
131	5.53	0.69	227645	52	103.89
131	5.50	0.69	228572	52	103.89
131	5.51	0.69	228804	52	103.91
131	5.52	0.69	228022	52	103.99
132	5.50	0.69	228088	52	104.00
131	5.48	0.69	228908	52	103.99
131	5.53	0.69	228548	52	103.88
131	5.53	0.69	171790	52	103.89
131	5.49	0.69	228229	52	103.97
131	5.45	0.69	229098	53	104.04
131	5.51	0.69	228134	52	103.85
131	5.51	0.69	228355	52	103.89
131	5.48	0.69	229112	52	103.90
139	5.94	0.73	15053	52	105.41
