Avg_MHz	Busy%	IPC	IRQ	PkgTmp	PkgWatt
134	5.62	0.67	227122	52	105.58
133	5.55	0.68	226917	52	103.63
133	5.62	0.68	227875	52	103.61
133	5.57	0.68	228151	52	103.70
133	5.63	0.68	228199	52	103.50
133	5.63	0.68	228025	52	103.50
133	5.62	0.68	227845	52	103.49
132	5.54	0.69	228137	52	103.57
133	5.56	0.68	228217	52	103.57
133	5.56	0.68	227857	52	103.55
132	5.56	0.68	228040	52	103.55
132	5.49	0.68	228422	52	103.63
133	5.55	0.68	227999	52	103.49
132	5.55	0.69	227810	51	103.58
132	5.53	0.68	228707	52	103.65
132	5.55	0.68	227997	52	103.55
132	5.48	0.68	228440	53	103.54
132	5.48	0.69	228067	52	103.74
132	5.56	0.69	228015	52	103.59
132	5.52	0.69	228003	52	103.62
142	6.07	0.73	225251	52	104.06
177	7.96	0.85	215839	52	105.48
177	8.00	0.85	215808	52	105.49
177	8.05	0.85	216010	53	105.56
177	8.02	0.85	215993	53	105.58
177	7.98	0.85	215957	52	105.57
177	7.98	0.85	215842	52	105.57
177	7.99	0.85	215918	52	105.56
177	8.01	0.85	215885	52	105.56
177	8.03	0.85	215866	53	105.56
177	7.87	0.85	215846	52	105.97
178	7.71	0.84	216037	53	106.36
178	7.74	0.84	216165	52	106.19
177	7.71	0.85	216100	53	106.19
177	7.74	0.85	216045	53	105.71
178	7.65	0.84	216038	53	106.80
177	7.63	0.85	216266	52	106.80
176	7.86	0.86	216204	53	105.54
177	7.73	0.85	216305	53	106.33
176	7.91	0.85	216167	53	105.47
176	7.94	0.85	216228	53	105.59
176	7.96	0.85	216142	52	105.49
176	7.95	0.85	216248	52	105.53
177	7.90	0.85	216001	53	105.70
178	7.90	0.84	216197	52	105.70
177	7.89	0.85	216071	53	105.70
177	7.88	0.85	216213	53	105.70
177	7.86	0.85	216035	52	105.63
177	7.89	0.85	216094	53	105.73
177	7.90	0.85	215902	52	105.62
177	7.88	0.85	216338	52	105.75
177	7.82	0.85	216089	52	105.87
177	7.77	0.85	216481	53	105.74
176	7.66	0.85	216230	52	106.44
177	7.81	0.85	216069	53	105.59
154	6.72	0.77	222336	52	104.66
132	5.62	0.68	228621	52	103.72
133	5.66	0.68	227887	53	103.61
132	5.61	0.68	228395	52	103.79
132	5.59	0.68	228582	52	103.66
132	5.59	0.68	228944	52	103.63
133	5.69	0.68	228841	52	103.62
133	5.70	0.68	228376	52	103.64
133	5.67	0.68	228701	52	103.62
133	5.74	0.68	228581	52	103.62
133	5.72	0.68	228855	52	103.65
133	5.73	0.68	228351	52	103.70
134	5.75	0.68	227795	52	103.62
