Avg_MHz	Busy%	IPC	IRQ	PkgTmp	PkgWatt
137	13.44	0.83	145280	44	92.28
137	13.77	0.84	144564	44	92.17
138	13.85	0.85	144492	44	92.27
136	13.65	0.85	144478	44	92.30
138	13.82	0.85	144279	44	92.25
137	13.76	0.85	144424	44	92.29
138	13.79	0.85	144324	44	92.23
139	13.96	0.86	143627	44	92.35
139	13.88	0.86	144024	44	92.44
138	13.86	0.86	144292	44	92.21
139	13.94	0.86	144008	44	92.33
139	13.91	0.87	143841	44	92.37
139	13.97	0.87	144029	44	92.35
139	13.95	0.87	143888	44	92.37
142	14.25	0.86	144232	44	92.33
145	14.56	0.88	143491	44	92.17
139	13.91	0.87	142458	44	92.40
166	16.61	0.85	146082	44	92.85
165	16.53	0.85	146075	44	92.83
166	16.67	0.85	145983	44	92.98
159	15.93	0.85	145920	44	92.81
150	15.06	0.86	145279	44	92.63
142	14.26	0.86	143562	44	92.36
141	14.18	0.86	143342	44	92.26
142	14.21	0.86	143276	44	92.59
142	14.21	0.86	143963	44	92.37
142	14.25	0.87	143410	44	92.31
144	14.42	0.87	143748	44	92.45
147	14.76	0.88	142275	44	92.42
178	17.78	0.83	157312	44	93.11
177	17.75	0.82	157338	44	92.98
177	17.72	0.83	156859	44	93.14
177	17.78	0.83	156674	44	93.09
169	16.96	0.83	157146	44	92.84
162	16.20	0.84	156344	44	92.72
152	15.27	0.83	155060	44	92.44
151	15.16	0.84	154888	44	92.47
153	15.35	0.84	155041	44	92.44
153	15.29	0.85	154744	44	92.46
152	15.22	0.84	155055	44	92.48
156	15.66	0.85	155200	44	92.52
155	15.58	0.84	155229	44	92.31
232	10.99	0.77	203843	45	112.70
234	8.20	0.79	227214	45	116.88
184	6.75	0.81	225577	45	109.34
176	6.48	0.81	224497	45	108.02
176	6.46	0.81	224787	45	108.04
176	6.49	0.82	224480	45	108.14
177	6.50	0.82	224611	45	108.18
176	6.49	0.82	224157	45	108.23
183	6.69	0.83	224891	45	109.22
178	17.81	0.83	159011	44	93.10
177	17.75	0.82	158121	44	93.23
176	17.69	0.82	157618	44	92.90
