Avg_MHz	Busy%	IPC	IRQ	PkgTmp	PkgWatt
146	14.66	0.85	175513	45	93.13
140	14.05	0.86	173928	45	92.61
136	13.66	0.86	173291	45	92.53
137	13.77	0.87	172379	45	92.37
137	13.78	0.87	172553	45	92.48
138	13.87	0.88	172328	45	92.42
138	13.85	0.88	172030	45	92.40
145	14.52	0.89	173167	45	92.73
166	16.58	0.86	175695	45	93.59
165	16.54	0.86	175556	45	93.57
165	16.57	0.86	175914	45	93.58
165	16.54	0.86	174969	45	93.68
159	15.97	0.86	175184	45	93.53
148	14.86	0.87	174698	45	92.78
135	13.55	0.89	164687	45	92.39
136	13.64	0.89	162054	45	92.37
137	13.76	0.90	163041	45	92.40
133	13.29	0.91	163039	45	92.24
134	13.43	0.91	162935	45	92.31
138	13.81	0.91	162772	45	92.55
138	13.79	0.92	161474	45	92.38
169	16.94	0.86	175792	45	93.69
168	16.88	0.86	174891	45	93.40
168	16.81	0.85	174868	45	93.59
165	16.49	0.86	169869	45	93.50
164	16.46	0.87	165482	45	93.58
149	14.95	0.89	164031	45	92.88
141	14.16	0.89	163676	45	92.57
136	13.67	0.90	162787	45	92.25
135	13.55	0.90	163031	45	92.18
136	13.62	0.90	162877	45	92.21
137	13.77	0.90	162904	45	92.26
138	13.86	0.90	162623	45	92.38
145	14.57	0.91	162955	45	92.77
170	16.99	0.87	165190	45	93.85
166	16.62	0.88	165342	45	93.51
166	16.63	0.88	164976	45	93.51
165	16.54	0.88	164840	45	93.54
165	16.57	0.88	165308	45	93.11
166	16.62	0.88	163918	45	93.17
166	16.64	0.88	164999	45	93.33
151	15.17	0.89	164445	45	92.80
145	14.56	0.90	163595	45	92.58
142	14.26	0.90	163026	45	92.45
140	14.08	0.90	163247	45	92.35
141	14.14	0.90	163017	45	92.32
141	14.17	0.90	162581	45	92.41
141	14.18	0.89	163307	45	92.38
147	14.75	0.91	163205	45	92.55
169	16.92	0.87	164470	45	93.17
169	16.95	0.87	164655	45	93.38
169	16.97	0.87	164883	45	93.11
171	17.16	0.87	163408	45	93.09
173	17.37	0.87	163607	45	93.23
169	16.89	0.87	164561	45	93.01
168	16.85	0.87	165950	45	93.09
165	16.56	0.87	164222	45	93.13
152	15.19	0.89	163526	45	92.59
145	14.51	0.90	162328	45	92.32
144	14.44	0.89	162711	45	92.40
142	14.22	0.89	163349	45	92.43
144	14.45	0.89	162702	44	92.34
144	14.47	0.89	162559	45	92.36
145	14.55	0.90	162166	45	92.33
151	15.10	0.91	161269	45	92.53
171	17.17	0.86	165479	45	92.82
163	16.32	0.84	165195	45	92.61
158	15.81	0.83	165641	45	92.71
158	15.80	0.82	164971	45	92.67
146	14.59	0.75	183478	45	91.97
146	14.67	0.74	187136	44	91.69
150	15.01	0.74	187290	45	91.73
146	14.68	0.74	186931	45	91.69
144	14.44	0.73	187257	45	91.65
125	12.53	0.74	177459	45	91.23
113	11.33	0.74	175582	45	90.76
113	11.31	0.74	175717	45	90.84
113	11.32	0.75	175652	45	90.82
113	11.33	0.75	175097	45	90.78
113	11.32	0.74	175793	45	90.85
115	11.49	0.75	175714	45	90.97
122	12.20	0.76	174371	45	91.12
113	11.32	0.75	173585	45	90.80
127	12.73	0.73	176005	45	91.32
139	13.92	0.71	175765	45	91.68
128	12.78	0.69	145463	45	91.61
